,wind power production
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,0.0
1931,0.0
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0
1937,0.0
1938,0.0
1939,0.0
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,0.0
1946,0.0
1947,0.0
1948,0.0
1949,0.0
1950,0.0
1951,0.0
1952,0.0
1953,0.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,0.0
1975,0.0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
1981,0.0
1982,0.0
1983,0.0
1984,0.0
1985,0.0
1986,0.0
1987,0.0
1988,0.0
1989,0.0
1990,0.0
1991,0.0
1992,0.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,0.0
1998,0.0
1999,0.0
2000,0.0
2001,0.0
2002,0.0
2003,0.0
2004,0.0
2005,0.0
2006,0.0
2007,0.0
2008,0.0
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0
2022,0.0
2023,0.0
2024,0.0
2025,0.0
2026,0.0
2027,0.0
2028,0.0
2029,0.0
2030,0.0
2031,0.0
2032,0.0
2033,0.0
2034,0.0
2035,0.0
2036,0.0
2037,0.0
2038,0.0
2039,0.0
2040,0.0
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0
2046,0.0
2047,0.0
2048,0.0
2049,0.0
2050,0.0
2051,0.0
2052,0.0
2053,0.0
2054,0.0
2055,0.0
2056,0.0
2057,0.0
2058,0.0
2059,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.0
2070,0.0
2071,0.0
2072,0.0
2073,0.0
2074,0.0
2075,0.0
2076,0.0
2077,0.0
2078,0.0
2079,0.0
2080,0.0
2081,0.0
2082,0.0
2083,0.0
2084,0.0
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,0.0
2090,0.0
2091,0.0
2092,0.0
2093,0.0
2094,0.0
2095,0.0
2096,0.0
2097,0.0
2098,0.0
2099,0.0
2100,0.0
2101,0.0
2102,0.0
2103,0.0
2104,0.0
2105,0.0
2106,0.0
2107,0.0
2108,0.0
2109,0.0
2110,0.0
2111,0.0
2112,0.0
2113,0.0
2114,0.0
2115,0.0
2116,0.0
2117,0.0
2118,0.0
2119,0.0
2120,0.0
2121,0.0
2122,0.0
2123,0.0
2124,0.0
2125,0.0
2126,0.0
2127,0.0
2128,0.0
2129,0.0
2130,0.0
2131,0.0
2132,0.0
2133,0.0
2134,0.0
2135,0.0
2136,0.0
2137,0.0
2138,0.0
2139,0.0
2140,0.0
2141,0.0
2142,0.0
2143,0.0
2144,0.0
2145,0.0
2146,0.0
2147,0.0
2148,0.0
2149,0.0
2150,0.0
2151,0.0
2152,0.0
2153,0.0
2154,0.0
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,0.0
2160,0.0
2161,0.0
2162,0.0
2163,0.0
2164,0.0
2165,0.0
2166,0.0
2167,0.0
2168,0.0
2169,0.0
2170,0.0
2171,0.0
2172,0.0
2173,0.0
2174,0.0
2175,0.0
2176,0.0
2177,0.0
2178,0.0
2179,0.0
2180,0.0
2181,0.0
2182,0.0
2183,0.0
2184,0.0
2185,0.0
2186,0.0
2187,0.0
2188,0.0
2189,0.0
2190,0.0
2191,0.0
2192,0.0
2193,0.0
2194,0.0
2195,0.0
2196,0.0
2197,0.0
2198,0.0
2199,0.0
2200,0.0
2201,0.0
2202,0.0
2203,0.0
2204,0.0
2205,0.0
2206,0.0
2207,0.0
2208,0.0
2209,0.0
2210,0.0
2211,0.0
2212,0.0
2213,0.0
2214,0.0
2215,0.0
2216,0.0
2217,0.0
2218,0.0
2219,0.0
2220,0.0
2221,0.0
2222,0.0
2223,0.0
2224,0.0
2225,0.0
2226,0.0
2227,0.0
2228,0.0
2229,0.0
2230,0.0
2231,0.0
2232,0.0
2233,0.0
2234,0.0
2235,0.0
2236,0.0
2237,0.0
2238,0.0
2239,0.0
2240,0.0
2241,0.0
2242,0.0
2243,0.0
2244,0.0
2245,97.2
2246,565.01
2247,877.01
2248,920.8399999999999
2249,997.75
2250,838.95
2251,687.49
2252,713.26
2253,410.55999999999995
2254,394.04
2255,396.0
2256,103.53999999999999
2257,119.45
2258,140.81
2259,330.33000000000004
2260,298.65999999999997
2261,206.86
2262,390.99
2263,1356.39
2264,1326.92
2265,1007.32
2266,781.31
2267,287.47
2268,98.22
2269,9.1
2270,-5.11
2271,-7.47
2272,-7.49
2273,-7.5
2274,9.09
2275,6.47
2276,48.93000000000001
2277,33.27
2278,14.19
2279,-4.550000000000001
2280,-7.16
2281,-7.2
2282,-7.23
2283,-7.25
2284,-7.26
2285,-7.25
2286,-7.24
2287,-7.27
2288,-7.25
2289,-7.25
2290,-7.26
2291,-7.279999999999999
2292,-6.4399999999999995
2293,2.39
2294,-6.48
2295,-7.23
2296,-7.26
2297,-7.26
2298,6.6
2299,71.1
2300,104.41
2301,67.96000000000001
2302,81.08000000000001
2303,81.75
2304,80.56
2305,143.63
2306,164.16
2307,145.7
2308,134.01
2309,179.47
2310,154.37
2311,203.14
2312,175.95
2313,291.41999999999996
2314,557.64
2315,362.46000000000004
2316,333.61
2317,1157.66
2318,1020.81
2319,505.79999999999995
2320,266.33
2321,217.29000000000002
2322,236.51
2323,101.35
2324,58.67
2325,3.42
2326,-7.07
2327,-6.79
2328,26.52
2329,-0.64
2330,-7.01
2331,8.07
2332,-6.84
2333,62.03
2334,234.73000000000002
2335,264.81
2336,297.03000000000003
2337,429.76
2338,398.02
2339,210.64999999999998
2340,351.6
2341,381.66999999999996
2342,348.32000000000005
2343,351.94
2344,208.51999999999998
2345,207.07
2346,15.25
2347,-3.26
2348,5.32
2349,-0.1200000000000001
2350,204.25
2351,323.02
2352,337.27
2353,212.35
2354,18.09
2355,55.55
2356,10.1
2357,1.68
2358,43.0
2359,28.990000000000002
2360,83.66
2361,150.35
2362,291.93
2363,290.18
2364,18.05
2365,-7.34
2366,26.93
2367,234.26
2368,565.19
2369,349.90999999999997
2370,381.41999999999996
2371,869.98
2372,580.72
2373,592.94
2374,702.34
2375,534.74
2376,447.76
2377,306.87
2378,276.39
2379,204.22000000000003
2380,360.24
2381,371.43
2382,470.53
2383,313.75
2384,211.51
2385,170.03
2386,89.97
2387,117.27000000000001
2388,51.949999999999996
2389,70.36
2390,3.2199999999999998
2391,1.62
2392,-2.2800000000000002
2393,-1.95
2394,-2.31
2395,30.74
2396,42.89
2397,286.37
2398,516.61
2399,462.87
2400,541.06
2401,498.22
2402,452.79999999999995
2403,487.26
2404,591.79
2405,831.77
2406,1026.44
2407,1022.42
2408,1101.7800000000002
2409,1147.93
2410,1203.02
2411,1298.24
2412,1252.83
2413,1177.3000000000002
2414,1147.78
2415,1040.1
2416,806.5799999999999
2417,713.11
2418,656.4
2419,909.51
2420,474.47
2421,267.13
2422,94.33
2423,38.849999999999994
2424,27.880000000000003
2425,50.06
2426,218.88
2427,261.64
2428,52.93000000000001
2429,61.64
2430,272.47
2431,209.71
2432,185.2
2433,112.69
2434,40.25
2435,165.07
2436,185.39
2437,201.76
2438,206.41
2439,193.6
2440,196.57999999999998
2441,214.27
2442,348.25
2443,148.5
2444,209.25
2445,511.9
2446,575.0
2447,497.9
2448,352.35
2449,302.18
2450,302.90999999999997
2451,301.79
2452,289.4
2453,302.97
2454,613.5899999999999
2455,124.28999999999999
2456,573.8900000000001
2457,1182.75
2458,1148.01
2459,1146.08
2460,947.8199999999999
2461,1058.52
2462,1109.6599999999999
2463,1068.17
2464,623.8299999999999
2465,789.51
2466,823.36
2467,807.27
2468,796.3
2469,597.84
2470,597.1800000000001
2471,507.96000000000004
2472,340.35
2473,304.8
2474,302.97
2475,301.41999999999996
2476,323.24
2477,622.69
2478,945.55
2479,985.31
2480,1044.74
2481,1083.62
2482,1147.51
2483,1100.8200000000002
2484,393.83000000000004
2485,1219.8700000000001
2486,1581.71
2487,1598.0500000000002
2488,1598.12
2489,1598.21
2490,1598.44
2491,1586.4
2492,1546.7
2493,1440.6100000000001
2494,1348.37
2495,1279.78
2496,1199.87
2497,1198.0
2498,1067.81
2499,1038.48
2500,1159.13
2501,1332.25
2502,1476.7399999999998
2503,1499.6
2504,1499.68
2505,525.74
2506,799.01
2507,977.05
2508,1078.76
2509,1098.94
2510,1098.73
2511,1098.63
2512,1098.9
2513,1098.85
2514,955.04
2515,952.01
2516,870.79
2517,818.63
2518,798.4200000000001
2519,524.46
2520,498.52000000000004
2521,463.67999999999995
2522,398.66
2523,398.37
2524,427.6
2525,674.02
2526,748.35
2527,786.1800000000001
2528,945.97
2529,1099.71
2530,1251.9299999999998
2531,1271.87
2532,1166.15
2533,1105.27
2534,1047.95
2535,1047.94
2536,1047.98
2537,1048.04
2538,1037.0
2539,798.19
2540,746.02
2541,698.46
2542,698.54
2543,654.24
2544,469.07
2545,372.44
2546,300.28999999999996
2547,300.34000000000003
2548,394.18
2549,516.1
2550,618.05
2551,651.8
2552,933.72
2553,1036.5700000000002
2554,1198.3400000000001
2555,1198.15
2556,1198.15
2557,1198.1599999999999
2558,1198.02
2559,1198.02
2560,1198.03
2561,1197.99
2562,1012.67
2563,797.8199999999999
2564,797.8299999999999
2565,813.66
2566,803.87
2567,619.86
2568,416.68
2569,354.39
2570,298.69
2571,302.78
2572,399.53
2573,639.84
2574,1032.77
2575,1083.6
2576,1097.92
2577,1098.07
2578,1145.05
2579,1198.42
2580,1196.72
2581,1129.12
2582,1067.62
2583,1047.76
2584,1024.33
2585,614.24
2586,535.79
2587,962.81
2588,709.3299999999999
2589,665.4300000000001
2590,481.39
2591,406.04
2592,369.13
2593,324.96000000000004
2594,334.6
2595,300.69
2596,240.7
2597,181.51
2598,321.22
2599,289.99
2600,505.51
2601,392.19
2602,107.65
2603,75.6
2604,53.2
2605,6.609999999999999
2606,-3.05
2607,17.14
2608,20.66
2609,6.07
2610,-4.31
2611,-7.41
2612,17.47
2613,40.95
2614,43.16
2615,57.11
2616,34.09
2617,2.93
2618,23.509999999999998
2619,10.16
2620,-5.24
2621,-7.49
2622,-7.56
2623,-7.59
2624,-5.67
2625,-7.59
2626,-7.66
2627,-7.6899999999999995
2628,12.2
2629,26.189999999999998
2630,-2.73
2631,-3.97
2632,50.95
2633,78.44
2634,39.730000000000004
2635,77.38
2636,71.62
2637,134.96
2638,176.45
2639,139.67000000000002
2640,109.35
2641,114.58
2642,127.52
2643,134.21
2644,205.4
2645,224.65
2646,206.91
2647,146.92
2648,162.67000000000002
2649,259.13
2650,253.37
2651,163.01
2652,220.38
2653,115.64000000000001
2654,90.84
2655,104.11
2656,46.89
2657,238.96
2658,173.89
2659,257.32
2660,455.90999999999997
2661,341.24
2662,183.09
2663,338.22
2664,369.15
2665,320.58
2666,302.52
2667,302.61
2668,302.55
2669,300.34000000000003
2670,263.49
2671,346.77
2672,234.51
2673,171.73000000000002
2674,213.81
2675,250.76
2676,190.84
2677,146.97
2678,-2.6
2679,18.13
2680,30.29
2681,43.349999999999994
2682,14.07
2683,7.57
2684,3.27
2685,23.82
2686,21.14
2687,13.11
2688,15.370000000000001
2689,4.359999999999999
2690,-6.57
2691,-4.5
2692,28.34
2693,-3.4499999999999997
2694,-5.34
2695,-7.52
2696,-7.58
2697,-1.9000000000000001
2698,-7.6
2699,44.480000000000004
2700,136.08
2701,166.52
2702,204.55
2703,342.18
2704,290.96
2705,95.68
2706,25.740000000000002
2707,39.33
2708,35.66
2709,59.1
2710,93.19
2711,30.73
2712,5.12
2713,57.31
2714,180.06
2715,76.14
2716,20.46
2717,-0.73
2718,-0.9300000000000002
2719,38.58
2720,120.59
2721,165.67000000000002
2722,85.77
2723,82.6
2724,200.81
2725,66.22
2726,20.16
2727,0.29000000000000004
2728,7.300000000000001
2729,3.75
2730,-0.37
2731,-4.640000000000001
2732,-5.890000000000001
2733,0.51
2734,-7.49
2735,-7.53
2736,-7.57
2737,-7.59
2738,-6.66
2739,-7.63
2740,1.33
2741,10.11
2742,-7.52
2743,-6.42
2744,-7.05
2745,-4.82
2746,-6.529999999999999
2747,-6.5
2748,-7.52
2749,-7.55
2750,-7.57
2751,-7.609999999999999
2752,-7.0
2753,9.790000000000001
2754,21.79
2755,18.240000000000002
2756,-6.12
2757,73.57
2758,73.85
2759,51.09
2760,48.599999999999994
2761,7.51
2762,-7.4399999999999995
2763,-7.5
2764,-7.529999999999999
2765,-7.58
2766,-7.6
2767,-7.64
2768,-7.65
2769,-7.68
2770,-7.699999999999999
2771,-6.1899999999999995
2772,-4.01
2773,-4.02
2774,-4.04
2775,-6.04
2776,-4.06
2777,-3.93
2778,-3.65
2779,-1.65
2780,-0.78
2781,-0.34
2782,-0.34
2783,-0.34
2784,-0.34
2785,-2.29
2786,-7.36
2787,-7.470000000000001
2788,39.66
2789,140.54
2790,119.28999999999999
2791,83.45
2792,103.43
2793,123.16999999999999
2794,61.38
2795,6.11
2796,-3.9200000000000004
2797,-4.74
2798,-4.05
2799,-3.99
2800,13.86
2801,52.18
2802,83.78
2803,219.44
2804,269.77
2805,217.75
2806,437.37
2807,394.1
2808,257.69
2809,204.73000000000002
2810,203.63
2811,272.47
2812,378.84000000000003
2813,594.79
2814,928.98
2815,984.61
2816,997.71
2817,1029.0900000000001
2818,1097.82
2819,1097.86
2820,1064.98
2821,1021.79
2822,922.99
2823,997.8
2824,997.72
2825,997.6500000000001
2826,791.0699999999999
2827,302.61
2828,-1.2
2829,-0.34
2830,38.08
2831,117.52000000000001
2832,166.01999999999998
2833,296.81
2834,284.23
2835,207.64
2836,207.32
2837,437.71000000000004
2838,780.86
2839,1001.13
2840,1039.25
2841,1010.62
2842,1042.1
2843,897.88
2844,897.8199999999999
2845,897.8199999999999
2846,897.77
2847,897.73
2848,839.29
2849,802.9200000000001
2850,687.79
2851,597.99
2852,488.65
2853,385.58
2854,302.45000000000005
2855,293.39
2856,235.25
2857,207.11
2858,197.27999999999997
2859,173.12
2860,200.39
2861,273.68
2862,343.46000000000004
2863,355.38
2864,559.4100000000001
2865,580.16
2866,316.98
2867,89.82
2868,21.310000000000002
2869,4.05
2870,-3.42
2871,22.549999999999997
2872,32.59
2873,79.28
2874,473.76
2875,591.53
2876,497.77
2877,478.51
2878,424.48
2879,319.17
2880,270.18
2881,258.67
2882,204.93
2883,204.94
2884,204.87
2885,224.1
2886,306.85
2887,201.36
2888,399.16999999999996
2889,662.46
2890,532.29
2891,677.6500000000001
2892,833.74
2893,745.09
2894,725.89
2895,703.32
2896,788.9200000000001
2897,665.85
2898,756.51
2899,649.3199999999999
2900,689.8399999999999
2901,563.94
2902,380.39
2903,302.5
2904,226.15000000000003
2905,182.3
2906,188.43
2907,192.96
2908,199.63
2909,411.55
2910,650.0999999999999
2911,640.25
2912,386.98
2913,320.03999999999996
2914,331.29999999999995
2915,325.34000000000003
2916,386.03999999999996
2917,857.58
2918,983.3399999999999
2919,966.04
2920,930.3
2921,991.29
2922,996.28
2923,857.84
2924,423.43
2925,552.21
2926,369.23
2927,348.26
2928,233.33
2929,128.68
2930,-6.550000000000001
2931,-7.57
2932,-7.59
2933,-6.01
2934,7.1899999999999995
2935,-5.1899999999999995
2936,-7.51
2937,-7.53
2938,-7.16
2939,-7.550000000000001
2940,-7.57
2941,-6.33
2942,-2.0100000000000002
2943,24.82
2944,42.64
2945,14.56
2946,4.55
2947,-1.8000000000000003
2948,-5.3
2949,2.9
2950,58.55
2951,29.99
2952,8.38
2953,-7.390000000000001
2954,-5.36
2955,-7.48
2956,-6.4399999999999995
2957,12.42
2958,6.609999999999999
2959,-7.449999999999999
2960,-7.47
2961,-7.51
2962,-1.45
2963,18.26
2964,-7.5
2965,-3.73
2966,-3.75
2967,-3.77
2968,-3.78
2969,-3.79
2970,-4.97
2971,-7.5
2972,-7.550000000000001
2973,-4.41
2974,-1.9
2975,13.23
2976,-0.3899999999999999
2977,-1.3200000000000003
2978,-3.66
2979,-7.55
2980,-7.6
2981,-7.63
2982,-7.65
2983,-7.67
2984,-7.68
2985,-7.699999999999999
2986,-5.73
2987,7.25
2988,21.96
2989,30.61
2990,58.04
2991,61.98
2992,42.68
2993,23.07
2994,7.2299999999999995
2995,11.02
2996,5.93
2997,0.72
2998,-2.5700000000000003
2999,-4.09
3000,-3.95
3001,-3.97
3002,-7.18
3003,-7.58
3004,-7.619999999999999
3005,-7.54
3006,-7.65
3007,-7.65
3008,-7.66
3009,-7.6899999999999995
3010,-7.6899999999999995
3011,-7.7
3012,-1.1800000000000002
3013,1.48
3014,43.769999999999996
3015,261.37
3016,472.03999999999996
3017,122.03
3018,321.05
3019,438.8
3020,467.36
3021,513.1700000000001
3022,385.85
3023,331.61
3024,227.73000000000002
3025,131.69
3026,149.06
3027,60.56
3028,165.16
3029,248.17000000000002
3030,378.86
3031,423.92
3032,572.0899999999999
3033,695.87
3034,695.77
3035,897.98
3036,1009.5
3037,1058.58
3038,925.7
3039,602.61
3040,501.0
3041,550.6700000000001
3042,288.1
3043,247.63
3044,210.47
3045,214.89
3046,284.58
3047,235.88
3048,251.44
3049,221.12
3050,221.32999999999998
3051,292.19
3052,342.36
3053,393.39
3054,476.89
3055,400.61
3056,400.32
3057,400.18
3058,400.03
3059,399.95000000000005
3060,400.20000000000005
3061,395.53999999999996
3062,383.99
3063,399.83000000000004
3064,400.28999999999996
3065,895.6700000000001
3066,797.78
3067,797.79
3068,748.5
3069,648.89
3070,520.31
3071,398.04
3072,318.94
3073,229.07
3074,204.17000000000002
3075,239.85
3076,296.56
3077,427.55
3078,558.84
3079,545.02
3080,646.72
3081,591.62
3082,216.7
3083,235.39
3084,603.7
3085,109.3
3086,578.75
3087,599.02
3088,322.69
3089,336.13
3090,176.8
3091,193.96
3092,254.61
3093,270.01
3094,58.11
3095,66.03999999999999
3096,2.5500000000000003
3097,0.07999999999999999
3098,-4.79
3099,7.94
3100,24.130000000000003
3101,-7.390000000000001
3102,-7.5600000000000005
3103,20.22
3104,39.5
3105,90.49000000000001
3106,104.4
3107,194.07999999999998
3108,195.22
3109,229.01
3110,284.5
3111,345.43
3112,320.57
3113,147.03
3114,132.3
3115,168.38
3116,121.28999999999999
3117,50.09
3118,28.700000000000003
3119,21.71
3120,7.07
3121,-7.55
3122,-6.71
3123,-7.16
3124,-7.619999999999999
3125,-7.28
3126,-7.289999999999999
3127,-7.33
3128,34.12
3129,-5.99
3130,41.49
3131,164.57999999999998
3132,476.72
3133,524.1500000000001
3134,266.89
3135,11.7
3136,121.58
3137,226.39
3138,294.34000000000003
3139,132.79
3140,59.85
3141,36.59
3142,51.33
3143,240.31
3144,235.35000000000002
3145,97.6
3146,223.53
3147,179.82999999999998
3148,191.95
3149,215.76
3150,412.72
3151,113.67
3152,417.82
3153,148.74
3154,199.01
3155,444.76
3156,990.37
3157,997.41
3158,997.64
3159,997.7
3160,983.5
3161,980.6500000000001
3162,914.9300000000001
3163,828.76
3164,653.16
3165,518.11
3166,418.87
3167,350.75
3168,260.31
3169,155.92000000000002
3170,155.45
3171,205.01
3172,195.82
3173,74.72
3174,141.26
3175,404.23
3176,242.61
3177,66.0
3178,526.72
3179,159.49
3180,186.52
3181,178.54000000000002
3182,294.44
3183,287.8
3184,173.33
3185,176.94
3186,136.32999999999998
3187,36.66
3188,19.85
3189,-0.8400000000000001
3190,-0.34
3191,-0.34
3192,-0.35
3193,-1.5799999999999998
3194,1.86
3195,17.2
3196,45.400000000000006
3197,106.75999999999999
3198,50.06
3199,9.06
3200,9.26
3201,69.24000000000001
3202,104.78
3203,162.70999999999998
3204,286.37
3205,458.57000000000005
3206,584.29
3207,561.14
3208,584.67
3209,690.5699999999999
3210,674.87
3211,663.3199999999999
3212,597.6800000000001
3213,594.53
3214,415.24
3215,401.03999999999996
3216,312.87
3217,300.89
3218,211.69
3219,205.52999999999997
3220,205.49
3221,274.99
3222,376.20000000000005
3223,400.6
3224,397.69
3225,355.71
3226,400.70000000000005
3227,219.71
3228,37.09
3229,-2.48
3230,8.34
3231,110.3
3232,101.33
3233,129.26999999999998
3234,82.97
3235,199.0
3236,278.5
3237,200.36
3238,111.89
3239,78.21000000000001
3240,199.3
3241,144.01999999999998
3242,194.24
3243,123.37
3244,172.49
3245,140.92000000000002
3246,359.5
3247,555.88
3248,666.3199999999999
3249,625.86
3250,473.38
3251,537.62
3252,90.62
3253,63.97
3254,52.29
3255,194.13
3256,225.09
3257,428.68
3258,454.01
3259,286.98
3260,232.61
3261,63.89
3262,0.37999999999999995
3263,136.92000000000002
3264,2.31
3265,10.24
3266,-0.35
3267,57.71
3268,24.869999999999997
3269,-5.83
3270,-7.5600000000000005
3271,-7.62
3272,-7.65
3273,-7.67
3274,-3.44
3275,2.6799999999999997
3276,9.93
3277,20.2
3278,23.0
3279,18.189999999999998
3280,29.740000000000002
3281,50.75
3282,18.65
3283,4.9
3284,38.68
3285,59.46
3286,-0.41000000000000003
3287,0.72
3288,69.22
3289,116.7
3290,165.8
3291,131.37
3292,116.35
3293,15.469999999999999
3294,74.67
3295,30.0
3296,13.139999999999999
3297,68.66
3298,63.16
3299,83.75999999999999
3300,98.41999999999999
3301,110.30000000000001
3302,73.46
3303,15.440000000000001
3304,24.05
3305,3.83
3306,-7.49
3307,5.609999999999999
3308,-2.5500000000000003
3309,-1.84
3310,-3.99
3311,-4.0
3312,-4.01
3313,-4.02
3314,-6.449999999999999
3315,-7.6
3316,-7.640000000000001
3317,-7.66
3318,-7.68
3319,-7.699999999999999
3320,-7.72
3321,-5.87
3322,-4.05
3323,-4.0600000000000005
3324,-5.37
3325,-6.92
3326,-7.6899999999999995
3327,-7.75
3328,-7.77
3329,-7.79
3330,-6.4
3331,21.159999999999997
3332,94.15
3333,113.4
3334,231.16000000000003
3335,156.08999999999997
3336,118.46000000000001
3337,106.34
3338,106.25
3339,106.31
3340,106.28
3341,308.59000000000003
3342,682.05
3343,797.6800000000001
3344,797.6600000000001
3345,797.6800000000001
3346,797.66
3347,797.64
3348,797.66
3349,797.67
3350,805.79
3351,881.04
3352,884.71
3353,795.13
3354,629.3199999999999
3355,513.21
3356,394.99
3357,325.7
3358,191.3
3359,161.60000000000002
3360,120.79
3361,108.24000000000001
3362,106.00999999999999
3363,105.9
3364,106.13999999999999
3365,124.91
3366,205.58
3367,324.66999999999996
3368,498.35
3369,612.95
3370,697.94
3371,353.8
3372,351.19
3373,222.85
3374,329.69
3375,561.87
3376,300.44
3377,44.04
3378,-0.31
3379,-0.31
3380,33.64
3381,213.23000000000002
3382,165.05
3383,106.18
3384,106.17
3385,106.11
3386,106.11
3387,105.93
3388,105.72
3389,105.65
3390,105.78999999999999
3391,106.06
3392,146.37
3393,198.65
3394,205.32999999999998
3395,220.3
3396,231.89000000000001
3397,261.35
3398,219.57
3399,26.95
3400,12.930000000000001
3401,16.990000000000002
3402,56.68000000000001
3403,15.46
3404,-1.3499999999999999
3405,3.71
3406,34.66
3407,13.0
3408,6.14
3409,-0.63
3410,-0.32
3411,-0.32
3412,-0.63
3413,-3.99
3414,-5.05
3415,-7.75
3416,-7.8100000000000005
3417,-6.82
3418,12.75
3419,31.82
3420,157.29000000000002
3421,58.55
3422,16.25
3423,6.14
3424,-2.2199999999999998
3425,13.09
3426,146.75
3427,275.32
3428,424.59000000000003
3429,259.38
3430,208.07
3431,61.34
3432,50.44
3433,55.8
3434,50.89
3435,44.66
3436,37.69
3437,44.34
3438,-1.4700000000000002
3439,-0.8800000000000001
3440,-0.32
3441,1.2
3442,35.269999999999996
3443,37.34
3444,64.9
3445,61.870000000000005
3446,95.37
3447,96.38
3448,152.62
3449,147.5
3450,102.93
3451,84.64
3452,108.00999999999999
3453,92.16
3454,63.25
3455,45.58
3456,44.739999999999995
3457,56.67
3458,45.72
3459,53.18
3460,55.08
3461,115.11
3462,154.23
3463,110.26
3464,86.93
3465,88.26
3466,123.72
3467,216.7
3468,382.23
3469,456.17
3470,253.07
3471,468.66999999999996
3472,331.33000000000004
3473,287.76
3474,184.37
3475,171.45
3476,155.67000000000002
3477,231.7
3478,61.32
3479,67.6
3480,81.18
3481,47.620000000000005
3482,90.36
3483,93.55
3484,71.80000000000001
3485,68.49
3486,59.65
3487,34.67
3488,26.1
3489,64.14
3490,64.9
3491,93.81
3492,102.75999999999999
3493,139.03
3494,167.31
3495,225.39000000000001
3496,242.38
3497,215.77
3498,218.17000000000002
3499,360.96000000000004
3500,361.32000000000005
3501,311.16999999999996
3502,313.99
3503,224.54
3504,202.11
3505,146.23000000000002
3506,97.88
3507,92.3
3508,71.14
3509,82.97999999999999
3510,194.13
3511,254.68
3512,430.05
3513,241.87
3514,132.64
3515,175.46
3516,120.72999999999999
3517,194.47
3518,394.42
3519,443.42
3520,523.19
3521,343.36
3522,316.44
3523,394.2
3524,382.90999999999997
3525,252.34
3526,225.67000000000002
3527,108.11
3528,81.9
3529,69.17
3530,64.25
3531,77.59
3532,68.16
3533,52.83
3534,13.4
3535,3.21
3536,-0.35
3537,-0.35
3538,-0.35
3539,4.7700000000000005
3540,24.93
3541,64.95
3542,124.36000000000001
3543,121.31
3544,116.49000000000001
3545,91.22
3546,44.290000000000006
3547,-3.36
3548,-3.99
3549,-4.0
3550,-4.02
3551,10.12
3552,-5.859999999999999
3553,-7.64
3554,-1.72
3555,-4.93
3556,-7.66
3557,43.519999999999996
3558,20.05
3559,-4.89
3560,-7.64
3561,-6.82
3562,3.77
3563,47.730000000000004
3564,70.94
3565,82.07
3566,66.82
3567,84.97
3568,78.19
3569,60.64
3570,6.13
3571,-2.62
3572,-4.02
3573,28.29
3574,101.06
3575,106.25999999999999
3576,104.74000000000001
3577,105.29
3578,105.87
3579,105.64
3580,106.27
3581,96.69
3582,87.01
3583,270.78
3584,229.01999999999998
3585,261.81
3586,362.09000000000003
3587,566.72
3588,697.8
3589,672.12
3590,600.49
3591,360.73
3592,164.7
3593,100.97999999999999
3594,81.23
3595,25.54
3596,-0.7999999999999999
3597,0.9299999999999999
3598,-0.33
3599,-0.33
3600,-0.33
3601,-0.34
3602,-0.33
3603,-0.35
3604,-4.14
3605,-7.63
3606,4.05
3607,12.350000000000001
3608,-2.95
3609,-3.7199999999999998
3610,-7.79
3611,-0.12
3612,67.03
3613,602.23
3614,304.84000000000003
3615,167.89
3616,188.86
3617,137.61
3618,92.18
3619,523.96
3620,446.73
3621,34.269999999999996
3622,217.24
3623,122.86
3624,24.14
3625,66.77
3626,32.480000000000004
3627,51.379999999999995
3628,69.05
3629,93.52
3630,112.71000000000001
3631,24.78
3632,58.09
3633,101.43
3634,98.02
3635,205.12
3636,204.36
3637,205.76999999999998
3638,149.03
3639,173.98000000000002
