,site_nums,Lat,Lon,wind_filenames,year
0,1,64.503889,-165.399444,/Users/cclark2/Documents/HOPP_public/HOPP-1/resource_files/wind/64.503889_-165.399444_windtoolkit_2018_60min_-69m.srw,2018
