,Site Name,Scenario Choice,Site Lat,Site Lon,ATB Year,Resource Year,Turbine Model,Critical Load Factor,kW continuous load,Useful Life,PTC,ITC,Discount Rate,Debt Equity,Hub Height (m),Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,Total Installed Cost $(HOPP),Total Yearly Electrical Output,LCOE,Grid Connected HOPP,HOPP Total Generation,Wind Capacity Factor,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid,Percentage Time 50% Load met without storage,Percentage Time 75% Load met without storage,Percentage Time 90% Load met without storage,Percentage Time 95% Load met without storage,Percentage Time 100% Load met without storage,Percentage Time 50% Load met with storage,Percentage Time 75% Load met with storage,Percentage Time 90% Load met with storage,Percentage Time 95% Load met with storage,Percentage Time 100% Load met with storage,Percentage Time 50% Load met without diesel,Percentage Time 75% Load met without diesel,Percentage Time 90% Load met without diesel,Percentage Time 95% Load met without diesel,Percentage Time 100% Load met without diesel,Percentage Time 50% Load met with diesel,Percentage Time 75% Load met with diesel,Percentage Time 90% Load met with diesel,Percentage Time 95% Load met with diesel,Percentage Time 100% Load met with diesel
0,"43.07,-94.23",Resilience Storage Sizing Analysis,43.07,-94.23,2022,2013,VestasV47_660kW_47,1,50000,25,yes,no,0.089,60,60,True,1462,1105,219,286,1.0,25,25,25,25,True,50000.0,77051405.52,95610851.58570237,7.271059092832517,False,89854289.53926599,23.00040204857316,40223473.545756206,18833845.2730222,5756562.046436386,13077283.226585813,62.18746432241124,49.18369676903756,41.306085169539905,38.4290444114625,35.81459070670168,66.33177303345131,57.141226167370704,52.551661148532936,51.02180614225368,49.651786733645395,62.18746432241124,49.18369676903756,41.306085169539905,38.4290444114625,35.81459070670168,66.33177303345131,57.141226167370704,52.551661148532936,51.02180614225368,49.651786733645395
