,Site Name,Scenario Choice,Site Lat,Site Lon,ATB Year,Resource Year,Turbine Model,Critical Load Factor,kW continuous load,Useful Life,PTC,ITC,Discount Rate,Debt Equity,Hub Height (m),Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,Total Installed Cost $(HOPP),Total Yearly Electrical Output,LCOE,Grid Connected HOPP,HOPP Total Generation,Wind Capacity Factor,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid,Percentage Time 50% Load met without storage,Percentage Time 75% Load met without storage,Percentage Time 90% Load met without storage,Percentage Time 95% Load met without storage,Percentage Time 100% Load met without storage,Percentage Time 50% Load met with storage,Percentage Time 75% Load met with storage,Percentage Time 90% Load met with storage,Percentage Time 95% Load met with storage,Percentage Time 100% Load met with storage,Percentage Time 50% Load met without diesel,Percentage Time 75% Load met without diesel,Percentage Time 90% Load met without diesel,Percentage Time 95% Load met without diesel,Percentage Time 100% Load met without diesel,Percentage Time 50% Load met with diesel,Percentage Time 75% Load met with diesel,Percentage Time 90% Load met with diesel,Percentage Time 95% Load met with diesel,Percentage Time 100% Load met with diesel
0,"64.503889,-165.399444",Nome Analysis,64.503889,-165.399444,2022,2018,EWT_DW61-1000,1,3000,25,yes,no,0.089,60,60,False,1462,1105,219,286,0,7,0,0,0,False,3000.0,10234000.0,6438322.16,0.0,False,0.0,0.0,24884636.45,108220.40000000001,0.0,108220.40000000001,16.32420091324201,8.19634703196347,3.5616438356164384,2.557077625570776,1.952054794520548,16.32420091324201,8.19634703196347,3.5616438356164384,2.557077625570776,1.952054794520548,16.32420091324201,8.19634703196347,3.5616438356164384,2.557077625570776,1.952054794520548,16.32420091324201,8.19634703196347,3.5616438356164384,2.557077625570776,1.952054794520548
